NAME,OBJECTID,FID,EASTING,NORTHING,LINES,NETWORK,Zone,x,y,Bakerloo,Central,Circle,District,Hammersmith,Jubilee,Metropolitan,Northern,Piccadilly,Victoria,Waterloo,Liberty,Lioness,Mildmay,Suffragette,Weaver,Windrush,Beckton,Woolwich,Lewisham,Wimbeck,Loop,Elizabeth
Iver,494,488,,,n/a,Elizabeth Line,ofz,-0.507000000,51.50900000,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,8.0000000
Kennington (Charing Cross),483,119,531599,178300,Northern,London Underground,2,-0.104357247,51.48782707,,,,,,,,10.0010000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kennington (Bank),318,119,531599,178300,Northern,London Underground,2,-0.104357247,51.48782707,,,,,,,,20.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kensal Green,220,96,523257,182790,Bakerloo,London Underground,2,-0.222882378,51.5300656,9.0000000,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kensal Green,182,165,523241,182784,n/a,London Overground,2,-0.223116997,51.53001765,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,15.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A
Kensal Rise,183,166,523578,183250,n/a,London Overground,2,-0.218097094,51.53413249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,7.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A
Kensington Olympia,196,92,524342,179162,District,London Underground,2,-0.208533266,51.49722528,,,,11.0000010,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kensington Olympia (Overground),372,196,524351,179167,n/a,London Overground,2,-0.208397635,51.49726439,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,6.0200000,,,,N/A,N/A,N/A,N/A,N/A,N/A
Kentish Town,315,116,529009,185127,Northern,London Underground,2,-0.13914119,51.54978865,,,,,,,,10.0100000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentish Town West,184,167,528597,184691,n/a,London Overground,2,-0.145240267,51.54596266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,14.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A
Kenton,259,342,516728,188314,Bakerloo,London Underground,4,-0.315140189,51.58111281,2.0000000,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenton,185,352,516698,188340,n/a,London Overground,4,-0.315564441,51.58134846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,8.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A
Kew Gardens,226,230,519196,176732,District,London Underground,3,-0.283453589,51.47648632,,,,5.0200000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kew Gardens,186,263,519195,176741,n/a,London Overground,3,-0.283465911,51.47656919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,2.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A
Kilburn,295,103,524583,184645,Jubilee,London Underground,2,-0.203115567,51.54644842,,,,,,9.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kilburn High Road,187,168,525475,183594,n/a,London Overground,2,-0.190635722,51.53680577,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,17.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A
Kilburn Park,235,100,525358,183328,Bakerloo,London Underground,2,-0.192420271,51.53444139,11.0000000,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
King George V,440,277,543237,180137,n/a,DLR,3,0.063920007,51.50151128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2.0000000,,N/A,N/A,N/A
King Henry's Drive,423,457,537977,162560,n/a,Tramlink,6,-0.018665196,51.3448509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,2.0000000,N/A
King's Cross St. Pancras,89,11,530175,182875,"Metropolitan, Northern, Piccadilly, Circle, Victoria, Hammersmith & City",London Underground,1,-0.123168404,51.52927728,,,14.0000000,,14.0000000,,18.0000000,12.0000000,26.0000000,9.0000000,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kingsbury,255,339,519359,188713,Jubilee,London Underground,4,-0.277052309,51.58414203,,,,,,4.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Knightsbridge,15,26,527710,179636,Piccadilly,London Underground,1,-0.159863737,51.50073061,,,,,,,,,18.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ladbroke Grove,34,85,524235,181339,"Hammersmith & City, Circle",London Underground,2,-0.209304449,51.51681261,,,6.0000000,,6.0000000,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lambeth North,231,49,531134,179456,Bakerloo,London Underground,1,-0.110624882,51.49833058,24.0000000,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lancaster Gate,40,32,526711,180773,Central,London Underground,1,-0.173843886,51.51117805,,15.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Langdon Park,462,181,537894,181442,n/a,DLR,2,-0.012505001,51.51456754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,12.0300000,N/A,N/A,N/A
Langley,493,487,,,n/a,Elizabeth Line,ofz,-0.542000000,51.50800000,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,7.0000000
Latimer Road,33,84,523763,180898,"Hammersmith & City, Circle",London Underground,2,-0.216257476,51.51295039,,,5.0000000,,5.0000000,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lebanon Road,416,418,533348,165756,n/a,Tramlink,5,-0.08389645,51.37468254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,514.0000000,9.0000000,N/A
Leicester Square,16,27,529980,180824,"Piccadilly, Northern",London Underground,1,-0.126725567,51.51089472,,,,,,,,10.0006000,22.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lewisham DLR,463,182,538046,175946,n/a,DLR,2,-0.012465383,51.46513641,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,1.0000000,N/A,N/A,N/A
Leyton,54,215,538367,186076,Central,London Underground,3,-0.00386474,51.55609689,,28.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leyton Midland Road,188,264,538191,187523,n/a,London Overground,3,-0.00583941,51.56914561,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,8.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A
Leytonstone,56,315,539279,187405,Central,London Underground,4,0.009807678,51.56781496,,29.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leytonstone High Road,380,265,539245,186921,n/a,London Overground,3,0.009121703,51.56347619,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,9.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A
Limehouse,464,183,536127,181086,n/a,DLR,2,-0.038095069,51.51179704,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.0000000,11.0000000,14.0000000,N/A,N/A,N/A
Liverpool Street,85,7,533094,181567,"Metropolitan, Central, Circle, Hammersmith & City",London Underground,1,-0.081601363,51.5168424,,24.0000000,18.0000000,,18.0000000,,22.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Liverpool Street,144,64,533202,181646,n/a,London Overground,1,-0.080013644,51.51752768,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,1.0000000,,N/A,N/A,N/A,N/A,N/A,N/A
Liverpool Street,395,65,533094,181567,n/a,Elizabeth Line,1,-0.081601363,51.5168424,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.0000000
Lloyd Park,418,420,533715,164541,n/a,Tramlink,5,-0.079087981,51.36367068,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,7.0000000,N/A
London Bridge,289,63,532683,180189,"Northern, Jubilee",London Underground,1,-0.088037808,51.50455372,,,,,,20.0000000,,17.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
London City Airport,441,278,542250,180292,n/a,DLR,3,0.04977043,51.50315378,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,3.0000000,,N/A,N/A,N/A
London Fields,145,147,534775,184246,n/a,London Overground,2,-0.056359095,51.54052142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,4.0000000,,N/A,N/A,N/A,N/A,N/A,N/A
Loughton,121,426,542319,195612,Central,London Underground,6,0.056970973,51.6408144,,34.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maida Vale,234,99,525940,182762,Bakerloo,London Underground,2,-0.184228557,51.52922219,12.0000000,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maidenhead,489,483,,,n/a,Elizabeth Line,ofz,-0.723000000,51.51900000,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0000000
Manor House,26,81,532048,187482,Piccadilly,London Underground,2,-0.094452148,51.57024769,,,,,,,,,31.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Manor Park,385,354,541951,185707,n/a,Elizabeth Line,4,0.047651015,51.55189321,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.0000000
Mansion House,80,2,532354,180932,"District, Circle",London Underground,1,-0.092495313,51.51130597,,,23.0000000,21.0000000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marble Arch,41,33,527960,181017,Central,London Underground,1,-0.155755638,51.51309055,,16.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,383,267,539190,184924,n/a,Elizabeth Line,3,0.007539167,51.54554249,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.0000000
Marylebone,236,51,527459,181957,Bakerloo,London Underground,1,-0.162637346,51.52165079,16.0000000,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Merton Park,398,271,525179,169835,n/a,Tramlink,3,-0.199772348,51.41320626,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.0000000,,N/A
Mile End,52,89,536501,182534,"District, Hammersmith & City, Central",London Underground,2,-0.032150165,51.52472507,,26.0000000,,28.0000000,22.0000000,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mill Hill East,5,305,524046,191450,Northern,London Underground,4,-0.208460194,51.60773582,,,,,,,,10.0601000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mitcham,402,361,527331,168086,n/a,Tramlink,4,-0.16947597,51.39700089,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.0000000,,N/A
Mitcham Junction (Tramlink),403,362,528300,167568,n/a,Tramlink,4,-0.155733719,51.39213248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.0000000,,N/A
Monument,82,4,532912,180824,"District, Circle",London Underground,1,-0.084502291,51.51020898,,,21.0000000,23.0000000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moor Park,324,461,508606,193503,Metropolitan,London Underground,7,-0.430710233,51.6293749,,,,,,,5.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moorgate,86,8,532668,181668,"Metropolitan, Northern, Circle, Hammersmith & City",London Underground,1,-0.087700241,51.5178533,,,17.0000000,,17.0000000,,21.0000000,15.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morden,210,329,525670,168602,Northern,London Underground,4,-0.193160282,51.40201673,,,,,,,,31.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morden Road,399,358,525779,169309,n/a,Tramlink,4,-0.191339995,51.408346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.0000000,,N/A
Mornington Crescent,312,113,529192,183397,Northern,London Underground,2,-0.137143461,51.53419787,,,,,,,,10.0001000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mudchute,465,184,537904,178750,n/a,DLR,2,-0.013413578,51.49037168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,7.0000000,N/A,N/A,N/A
Neasden,253,245,521342,185398,Jubilee,London Underground,3,-0.24957656,51.5539234,,,,,,6.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Addington,422,456,538198,162244,n/a,Tramlink,6,-0.015617483,51.34195708,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1.0000000,N/A
New Cross,343,128,536751,177109,n/a,London Overground,2,-0.030648703,51.47590464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,12.0001000,N/A,N/A,N/A,N/A,N/A,N/A
New Cross Gate,189,169,536195,176937,n/a,London Overground,2,-0.038716887,51.47449297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,13.0000000,N/A,N/A,N/A,N/A,N/A,N/A
Newbury Park,61,320,544920,188385,Central,London Underground,4,0.091554903,51.57519974,,29.0400000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nine Elms,486,480,,,Northern,London Underground,1,-0.128624000,51.47991400,,,,,,,,10.0011000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Acton,46,214,520828,181957,Central,London Underground,3,-0.258167978,51.52310534,,8.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Ealing,11,211,518828,181228,Piccadilly,London Underground,3,-0.287236576,51.51697561,,,,,,,,,11.0200000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Greenwich,293,232,539216,179859,Jubilee,London Underground,3,0.005908784,51.50002099,,,,,,24.0000000,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Harrow,280,396,513541,188613,Metropolitan,London Underground,5,-0.361021834,51.58444941,,,,,,,9.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Wembley,223,335,517668,186198,Bakerloo,London Underground,4,-0.302293996,51.56189247,4.0000000,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Wembley,190,353,517641,186239,n/a,London Overground,4,-0.302663046,51.56226767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,10.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A
Northfields,218,228,517197,179206,Piccadilly,London Underground,3,-0.311409865,51.49914634,,,,,,,,,9.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northolt,74,388,513213,184524,Central,London Underground,5,-0.367069735,51.54775741,,4.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northwick Park,283,346,516643,187964,Metropolitan,London Underground,4,-0.316478653,51.57797585,,,,,,,11.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northwood,325,437,509230,191419,Metropolitan,London Underground,6,-0.422358538,51.61052039,,,,,,,6.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northwood Hills,277,445,510308,190238,Metropolitan,London Underground,6,-0.407168137,51.59969703,,,,,,,7.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Norwood Junction,128,347,534012,168233,n/a,London Overground,4,-0.073428759,51.39678711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,20.0000000,N/A,N/A,N/A,N/A,N/A,N/A
Notting Hill Gate,39,31,525285,180456,"District, Central, Circle",London Underground,1,-0.194491212,51.5086469,,13.0000000,34.0000000,11.0002000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oakwood,25,385,529390,195935,Piccadilly,London Underground,5,-0.129657109,51.64683948,,,,,,,,,37.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Old Street,330,58,532764,182419,Northern,London Underground,1,-0.086025441,51.52457628,,,,,,,,14.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Osterley,216,332,514520,177097,Piccadilly,London Underground,4,-0.350640896,51.48073359,,,,,,,,,7.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oval,317,118,531170,177565,Northern,London Underground,2,-0.110799082,51.48132384,,,,,,,,21.0000000,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oxford Circus,48,36,529047,181236,"Central, Bakerloo, Victoria",London Underground,1,-0.140025246,51.51481046,19.0000000,18.0000000,,,,,,,,7.0000000,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paddington,94,16,526704,181198,"District, Circle",London Underground,1,-0.173789485,51.51499491,,,36.0000000,11.0004000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paddington,67,40,526659,181314,Bakerloo,London Underground,1,-0.174388339,51.51605291,14.0000000,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paddington ,224,46,526459,181527,"Hammersmith & City, Circle",London Underground,1,-0.17719615,51.51800497,,,9.0000000,,9.0000000,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paddington (Elizabeth line),502,496,,,n/a,Elizabeth Line,1,-0.174388339,51.51605291,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.0000000
Park Royal,12,212,519142,182236,Piccadilly,London Underground,3,-0.282378071,51.52597425,,,,,,,,,11.0300000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Parsons Green,104,71,524985,176647,District,London Underground,2,-0.200166803,51.47447238,,,,11.0300000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Peckham Rye,146,148,534222,176360,n/a,London Overground,2,-0.067330906,51.46977879,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,12.0200000,N/A,N/A,N/A,N/A,N/A,N/A
Penge West,348,374,534942,170503,n/a,London Overground,4,-0.059203378,51.41696823,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,18.0000000,N/A,N/A,N/A,N/A,N/A,N/A
Perivale,43,312,516378,183315,Central,London Underground,4,-0.32183979,51.53624702,,6.0000000,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phipps Bridge,400,359,526529,168725,n/a,Tramlink,4,-0.180769806,51.40292944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.0000000,,N/A
Piccadilly Circus,228,47,529613,180666,"Bakerloo, Piccadilly",London Underground,1,-0.132081484,51.50955061,20.0000000,,,,,,,,21.0000000,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pimlico,112,22,529671,178333,Victoria,London Underground,1,-0.132103672,51.48856954,,,,,,,,,,4.0000000,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pinner,281,397,512236,189461,Metropolitan,London Underground,5,-0.379580851,51.59232907,,,,,,,8.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Plaistow,69,217,540003,183297,"District, Hammersmith & City",London Underground,3,0.018612643,51.53072137,,,,32.0000000,26.0000000,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pontoon Dock,442,279,541219,180109,n/a,DLR,3,0.03485088,51.50176796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,4.0000000,,N/A,N/A,N/A
Poplar,466,185,537701,180617,n/a,DLR,2,-0.015607274,51.50720026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.0000000,9.0000000,12.0100000,N/A,N/A,N/A
Preston Road,328,337,518249,187282,Metropolitan,London Underground,4,-0.293539223,51.57151381,,,,,,,12.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Prince Regent,443,280,541264,180899,n/a,DLR,3,0.035815177,51.50885626,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0000000,,,N/A,N/A,N/A
Pudding Mill Lane,467,287,537847,183568,n/a,DLR,3,-0.012349897,51.53368602,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,12.0600000,N/A,N/A,N/A
Putney Bridge,103,70,524519,175887,District,London Underground,2,-0.207131382,51.46774182,,,,11.0400000,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Queen's Park,38,88,524547,183200,Bakerloo,London Underground,2,-0.204142926,51.53347212,10.0000000,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Queens Park,376,200,524619,183223,n/a,London Overground,2,-0.203104045,51.53366092,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,16.0000000,,,,,N/A,N/A,N/A,N/A,N/A,N/A
